# [HASH] 0004033:d271c42cd0d562b6c8fd2ad766895c9a2c3c75f140c7e002477121085b2ad8fb26880387cf0fc2fe8c042e37cb2b665583db42274975ec50866b94487c7ac117                                                                                                                                                                                                                                                                                                                                                                               
# [VV] SN:5WNGC_0012 HW:1.02pro FW:1.32
# [PILOTE] Jofresa
# [CALIB] 1.27
t;GNSS_fix;GNSS_time;GNSS_lat;GNSS_lon;GNSS_alt;GNSS_speed;GNSS_head;compass_head;pitch;roll;G_force;vario;DP;T_sensor;A0_cor_DP;A1_cor_DP;P_stat;air_T;air_RH;wind_origin;wind_vel
144.26;1;2026-01-21 11:49:10.80;46.412760;6.945962;1332.32;10.28;215;210;0;6;0.95;-0.54;76.1;10.3;0.0;0.00;854762;7.67;34.87;73;0.7
144.51;1;2026-01-21 11:49:11.00;46.412748;6.945947;1332.15;10.08;216;212;-1;6;0.97;-0.63;86.2;10.3;0.0;0.00;854769;7.71;34.88;73;0.7
144.67;1;2026-01-21 11:49:11.20;46.412732;6.945931;1331.95;10.16;217;213;-2;7;0.96;-0.78;92.3;10.3;0.0;0.00;854779;7.73;34.88;73;0.7
144.88;1;2026-01-21 11:49:11.40;46.412716;6.945915;1331.74;10.16;219;214;-4;7;0.94;-0.81;93.2;10.3;0.0;0.00;854777;7.75;34.87;73;0.6
145.08;1;2026-01-21 11:49:11.60;46.412704;6.945898;1331.53;10.21;220;215;-5;7;1.01;-0.77;98.1;10.3;0.0;0.00;854771;7.79;34.88;70;0.5
145.27;1;2026-01-21 11:49:11.80;46.412688;6.945881;1331.31;10.20;221;214;-5;8;0.97;-0.72;99.5;10.3;0.0;0.00;854778;7.81;34.88;58;0.4
145.52;1;2026-01-21 11:49:12.00;46.412676;6.945863;1331.05;10.17;222;220;-6;7;0.95;-1.30;97.9;10.3;0.0;0.00;854806;7.82;34.89;30;0.3
145.66;1;2026-01-21 11:49:12.20;46.412664;6.945845;1330.77;10.16;223;225;-6;6;0.97;-1.31;96.3;10.3;0.0;0.00;854842;7.82;34.90;0;0.3
145.88;1;2026-01-21 11:49:12.40;46.412652;6.945827;1330.45;10.25;224;229;-9;5;0.99;-1.18;97.2;10.3;0.0;0.00;854893;7.82;34.93;344;0.3
146.09;1;2026-01-21 11:49:12.60;46.412636;6.945809;1330.18;10.22;225;231;-8;4;1.00;-1.29;97.6;10.3;0.0;0.00;854915;7.81;34.94;334;0.4
146.27;1;2026-01-21 11:49:12.80;46.412624;6.945790;1329.89;10.35;226;231;-7;4;1.00;-1.36;97.7;10.3;0.0;0.00;854947;7.80;34.94;329;0.4
146.50;1;2026-01-21 11:49:13.00;46.412608;6.945771;1329.57;10.25;226;231;-8;3;1.01;-1.43;98.0;10.3;0.0;0.00;854985;7.80;34.96;324;0.4
146.66;1;2026-01-21 11:49:13.20;46.412596;6.945751;1329.24;10.36;227;230;-6;2;1.02;-1.52;96.5;10.3;0.0;0.00;855021;7.79;34.96;321;0.4
146.88;1;2026-01-21 11:49:13.40;46.412588;6.945731;1328.93;10.40;227;228;-5;1;1.01;-1.48;98.8;10.3;0.0;0.00;855070;7.78;34.96;319;0.4
147.07;1;2026-01-21 11:49:13.60;46.412572;6.945711;1328.62;10.46;227;226;-4;0;0.99;-1.49;100.9;10.3;0.0;0.00;855095;7.75;34.96;317;0.5
147.27;1;2026-01-21 11:49:13.80;46.412560;6.945692;1328.33;10.56;227;225;-2;-1;1.00;-1.47;102.5;10.3;0.0;0.00;855119;7.72;34.96;315;0.5
147.50;1;2026-01-21 11:49:14.00;46.412544;6.945672;1328.04;10.60;227;224;0;-2;0.99;-1.51;104.8;10.3;0.0;0.00;855142;7.68;34.98;313;0.5
147.66;1;2026-01-21 11:49:14.20;46.412532;6.945652;1327.75;10.69;226;224;0;-3;1.02;-1.51;106.0;10.3;0.0;0.00;855158;7.66;34.98;311;0.5
147.87;1;2026-01-21 11:49:14.40;46.412516;6.945632;1327.46;10.80;225;224;0;-3;1.04;-1.49;107.3;10.3;0.0;0.00;855187;7.63;34.99;309;0.5
148.07;1;2026-01-21 11:49:14.60;46.412508;6.945613;1327.19;10.86;225;223;0;-4;1.04;-1.59;109.7;10.3;0.0;0.00;855219;7.62;35.00;307;0.5
148.28;1;2026-01-21 11:49:14.80;46.412492;6.945593;1326.93;10.94;224;223;1;-4;1.02;-1.50;110.5;10.3;0.0;0.00;855254;7.60;35.01;305;0.5
148.50;1;2026-01-21 11:49:15.00;46.412476;6.945574;1326.69;11.03;223;221;1;-4;1.00;-1.37;113.5;10.3;0.0;0.00;855275;7.59;35.04;303;0.5
148.67;1;2026-01-21 11:49:15.20;46.412460;6.945554;1326.42;10.97;222;220;1;-4;1.01;-1.49;112.9;10.3;0.0;0.00;855302;7.59;35.05;301;0.5
148.87;1;2026-01-21 11:49:15.40;46.412444;6.945535;1326.17;11.02;221;218;2;-3;1.02;-1.37;114.3;10.3;0.0;0.00;855323;7.57;35.08;299;0.5
149.08;1;2026-01-21 11:49:15.60;46.412428;6.945517;1325.91;11.01;221;217;2;-3;1.03;-1.53;113.5;10.3;0.0;0.00;855358;7.56;35.12;297;0.5
149.28;1;2026-01-21 11:49:15.80;46.412416;6.945499;1325.67;11.00;220;217;2;-2;1.03;-1.33;113.0;10.3;0.0;0.00;855391;7.54;35.17;295;0.5
149.51;1;2026-01-21 11:49:16.00;46.412400;6.945481;1325.43;11.02;219;217;3;-1;1.01;-1.39;112.8;10.3;0.0;0.00;855428;7.53;35.22;294;0.5
149.67;1;2026-01-21 11:49:16.20;46.412384;6.945463;1325.21;10.96;219;217;2;-1;1.01;-1.15;114.2;10.3;0.0;0.00;855443;7.51;35.26;292;0.5
149.88;1;2026-01-21 11:49:16.40;46.412368;6.945445;1324.99;10.98;218;218;3;0;1.00;-1.25;113.7;10.3;0.0;0.00;855465;7.50;35.32;290;0.5
150.08;1;2026-01-21 11:49:16.60;46.412352;6.945428;1324.74;10.96;218;218;2;1;0.98;-1.22;112.4;10.3;0.0;0.00;855489;7.47;35.37;289;0.5
150.27;1;2026-01-21 11:49:16.80;46.412340;6.945410;1324.51;10.89;219;219;3;2;0.97;-1.24;109.1;10.3;0.0;0.00;855528;7.47;35.44;288;0.5
150.52;1;2026-01-21 11:49:17.00;46.412324;6.945393;1324.24;10.75;219;219;4;3;0.99;-1.27;108.0;10.3;0.0;0.00;855566;7.46;35.52;286;0.5
150.68;1;2026-01-21 11:49:17.20;46.412308;6.945375;1324.02;10.67;219;219;3;4;1.03;-1.15;106.6;10.3;0.0;0.00;855590;7.45;35.56;285;0.5
150.88;1;2026-01-21 11:49:17.40;46.412296;6.945358;1323.77;10.68;219;219;2;4;1.02;-1.20;105.4;10.3;0.0;0.00;855621;7.45;35.63;284;0.5
151.07;1;2026-01-21 11:49:17.60;46.412280;6.945340;1323.53;10.61;220;219;4;4;1.01;-1.21;101.7;10.3;0.0;0.00;855659;7.44;35.69;284;0.5
151.27;1;2026-01-21 11:49:17.80;46.412264;6.945323;1323.28;10.57;220;218;4;4;0.97;-1.21;98.6;10.3;0.0;0.00;855704;7.43;35.74;284;0.5
151.52;1;2026-01-21 11:49:18.00;46.412252;6.945305;1323.03;10.60;220;218;3;4;0.98;-1.34;97.8;10.3;0.0;0.00;855748;7.42;35.81;285;0.5
151.68;1;2026-01-21 11:49:18.20;46.412236;6.945287;1322.77;10.56;220;219;2;3;0.99;-1.33;97.9;10.3;0.0;0.00;855774;7.40;35.86;285;0.5
151.88;1;2026-01-21 11:49:18.40;46.412224;6.945269;1322.50;10.59;221;220;-1;2;0.98;-1.35;102.3;10.3;0.0;0.00;855789;7.38;35.90;286;0.5
152.07;1;2026-01-21 11:49:18.60;46.412208;6.945251;1322.23;10.55;221;221;5;1;0.97;-1.31;104.3;10.3;0.0;0.00;855796;7.38;35.93;285;0.5
152.27;1;2026-01-21 11:49:18.80;46.412192;6.945233;1321.95;10.63;221;222;1;1;0.96;-1.33;105.5;10.3;0.0;0.00;855804;7.37;35.99;285;0.5
152.52;1;2026-01-21 11:49:19.00;46.412180;6.945215;1321.65;10.71;220;221;-6;0;1.10;-1.26;106.6;10.3;0.0;0.00;855840;7.36;36.05;284;0.5
152.68;1;2026-01-21 11:49:19.20;46.412168;6.945197;1321.36;10.61;220;220;5;0;0.98;-1.44;104.3;10.3;0.0;0.00;855876;7.36;36.08;283;0.5
152.88;1;2026-01-21 11:49:19.40;46.412152;6.945180;1321.08;10.60;220;217;2;-1;0.99;-1.52;104.2;10.3;0.0;0.00;855921;7.34;36.13;282;0.5
153.07;1;2026-01-21 11:49:19.60;46.412136;6.945163;1320.77;10.76;219;216;-1;-2;1.01;-1.49;105.8;10.3;0.0;0.00;855952;7.33;36.15;282;0.5
153.27;1;2026-01-21 11:49:19.80;46.412120;6.945145;1320.48;10.77;218;215;-2;-4;1.00;-1.40;106.1;10.3;0.0;0.00;855974;7.31;36.21;281;0.5
153.50;1;2026-01-21 11:49:20.00;46.412104;6.945129;1320.20;10.83;217;216;0;-5;1.02;-1.56;103.6;10.3;0.0;0.00;856025;7.31;36.25;282;0.5
153.67;1;2026-01-21 11:49:20.20;46.412092;6.945112;1319.91;10.69;216;217;1;-5;1.02;-1.59;100.2;10.1;0.0;0.00;856072;7.31;36.29;282;0.5
153.88;1;2026-01-21 11:49:20.40;46.412072;6.945096;1319.61;10.94;215;217;-1;-5;0.96;-1.65;95.4;10.1;0.0;0.00;856158;7.29;36.36;284;0.5
154.08;1;2026-01-21 11:49:20.60;46.412056;6.945081;1319.32;10.94;214;216;-1;-5;0.98;-1.55;98.8;10.1;0.0;0.00;856204;7.29;36.43;287;0.5
154.28;1;2026-01-21 11:49:20.80;46.412040;6.945065;1319.02;11.00;213;217;0;-4;1.02;-1.68;99.7;10.1;0.0;0.00;856225;7.29;36.48;290;0.5
154.51;1;2026-01-21 11:49:21.00;46.412024;6.945050;1318.71;11.04;212;216;2;-4;1.06;-1.08;102.3;10.1;0.0;0.00;856248;7.29;36.54;293;0.5
154.67;1;2026-01-21 11:49:21.20;46.412008;6.945034;1318.48;11.08;212;215;1;-3;1.06;-0.89;112.5;10.1;0.0;0.00;856224;7.28;36.58;294;0.5
154.88;1;2026-01-21 11:49:21.40;46.411992;6.945019;1318.21;11.10;211;214;1;-2;1.03;-0.98;114.6;10.1;0.0;0.00;856182;7.28;36.64;293;0.5
155.08;1;2026-01-21 11:49:21.60;46.411972;6.945005;1318.01;11.05;211;212;2;-1;1.02;-1.07;114.5;10.1;0.0;0.00;856188;7.27;36.69;291;0.5
155.29;1;2026-01-21 11:49:21.80;46.411956;6.944991;1317.80;11.04;210;212;2;0;1.04;-0.86;115.1;10.1;0.0;0.00;856226;7.26;36.78;289;0.5
155.50;1;2026-01-21 11:49:22.00;46.411936;6.944977;1317.61;10.98;210;213;2;1;1.05;-0.82;114.3;10.1;0.0;0.00;856255;7.24;36.81;286;0.5
155.68;1;2026-01-21 11:49:22.20;46.411924;6.944962;1317.43;10.92;211;214;2;2;1.03;-0.74;112.2;10.1;0.0;0.00;856284;7.22;36.86;284;0.5
155.88;1;2026-01-21 11:49:22.40;46.411908;6.944948;1317.26;10.80;211;215;3;3;1.01;-0.73;108.0;10.1;0.0;0.00;856329;7.22;36.90;282;0.5
156.09;1;2026-01-21 11:49:22.60;46.411888;6.944933;1317.09;10.79;212;216;2;4;1.02;-0.71;104.9;10.1;0.0;0.00;856368;7.22;36.93;282;0.5
156.27;1;2026-01-21 11:49:22.80;46.411872;6.944919;1316.94;10.68;212;216;2;5;1.01;-0.66;102.6;10.1;0.0;0.00;856403;7.21;36.95;281;0.5
156.50;1;2026-01-21 11:49:23.00;46.411856;6.944904;1316.80;10.53;213;216;2;6;1.01;-0.66;100.0;10.1;0.0;0.00;856433;7.21;37.00;281;0.5
156.69;1;2026-01-21 11:49:23.20;46.411844;6.944889;1316.65;10.44;214;216;3;7;1.01;-0.68;96.7;10.1;0.0;0.00;856461;7.20;37.02;281;0.5
156.87;1;2026-01-21 11:49:23.40;46.411828;6.944874;1316.50;10.35;215;215;3;7;0.99;-0.85;92.5;10.1;0.0;0.00;856499;7.18;37.04;281;0.5
157.08;1;2026-01-21 11:49:23.60;46.411812;6.944857;1316.35;10.25;217;216;3;7;0.98;-0.93;85.0;10.1;0.0;0.00;856567;7.16;37.07;283;0.5
157.28;1;2026-01-21 11:49:23.80;46.411796;6.944842;1316.18;10.17;218;217;2;6;0.96;-1.02;80.8;10.1;0.0;0.00;856630;7.14;37.10;285;0.4
157.52;1;2026-01-21 11:49:24.00;46.411784;6.944825;1316.01;10.04;219;219;4;5;0.96;-1.06;79.5;10.1;0.0;0.00;856670;7.14;37.15;289;0.4
157.69;1;2026-01-21 11:49:24.20;46.411768;6.944809;1315.80;10.03;220;219;3;5;0.98;-1.06;80.6;10.1;0.0;0.00;856675;7.15;37.18;292;0.4
157.87;1;2026-01-21 11:49:24.40;46.411760;6.944792;1315.59;9.99;221;220;2;5;0.98;-0.92;83.4;10.1;0.0;0.00;856671;7.13;37.20;295;0.4
158.08;1;2026-01-21 11:49:24.60;46.411744;6.944774;1315.36;10.08;222;220;1;4;0.97;-0.92;87.0;10.1;0.0;0.00;856655;7.12;37.24;297;0.4
158.28;1;2026-01-21 11:49:24.80;46.411732;6.944757;1315.15;9.99;222;222;-1;3;0.94;-0.99;89.2;10.1;0.0;0.00;856645;7.11;37.29;297;0.4
158.50;1;2026-01-21 11:49:25.00;46.411716;6.944740;1314.88;9.99;223;224;-1;2;0.95;-1.23;89.1;10.1;0.0;0.00;856665;7.11;37.34;297;0.4
158.69;1;2026-01-21 11:49:25.20;46.411704;6.944722;1314.60;10.02;223;225;0;1;0.96;-1.29;89.0;10.1;0.0;0.00;856702;7.12;37.37;297;0.4
158.87;1;2026-01-21 11:49:25.40;46.411688;6.944704;1314.31;10.06;223;226;-1;0;0.96;-1.40;89.0;10.1;0.0;0.00;856731;7.12;37.41;298;0.4
159.08;1;2026-01-21 11:49:25.60;46.411680;6.944686;1314.01;10.07;224;224;0;0;1.00;-1.38;89.3;10.1;0.0;0.00;856757;7.13;37.48;298;0.4
159.28;1;2026-01-21 11:49:25.80;46.411664;6.944668;1313.70;10.17;224;224;-1;-1;1.01;-1.45;90.7;10.1;0.0;0.00;856787;7.13;37.52;298;0.4
159.51;1;2026-01-21 11:49:26.00;46.411652;6.944649;1313.41;10.23;224;224;-2;-1;0.99;-1.34;91.3;10.1;0.0;0.00;856821;7.12;37.56;299;0.4
159.68;1;2026-01-21 11:49:26.20;46.411640;6.944630;1313.10;10.28;225;224;-2;0;1.01;-1.40;92.8;10.1;0.0;0.00;856845;7.12;37.60;299;0.4
159.88;1;2026-01-21 11:49:26.40;46.411624;6.944611;1312.81;10.30;225;224;-1;1;1.01;-1.32;94.6;10.1;0.0;0.00;856875;7.12;37.65;299;0.4
160.09;1;2026-01-21 11:49:26.60;46.411612;6.944592;1312.51;10.41;226;225;0;2;0.99;-1.23;94.8;10.1;0.0;0.00;856899;7.12;37.70;299;0.4
160.27;1;2026-01-21 11:49:26.80;46.411600;6.944573;1312.23;10.44;226;226;-1;3;0.95;-1.40;95.6;10.1;0.0;0.00;856926;7.12;37.73;299;0.4
160.52;1;2026-01-21 11:49:27.00;46.411588;6.944553;1311.91;10.45;227;228;-2;4;0.94;-1.52;96.6;10.1;0.0;0.00;856970;7.12;37.79;300;0.4
160.68;1;2026-01-21 11:49:27.20;46.411576;6.944533;1311.58;10.55;227;228;0;5;0.98;-1.54;98.3;10.1;0.0;0.00;856994;7.13;37.82;300;0.4
160.88;1;2026-01-21 11:49:27.40;46.411560;6.944513;1311.22;10.64;228;229;-1;5;0.99;-1.69;96.3;10.1;0.0;0.00;857034;7.13;37.87;301;0.3
161.09;1;2026-01-21 11:49:27.60;46.411548;6.944492;1310.88;10.74;229;229;-1;5;0.99;-1.55;101.3;10.1;0.0;0.00;857059;7.13;37.91;302;0.3
161.29;1;2026-01-21 11:49:27.80;46.411536;6.944470;1310.51;10.91;229;230;-2;4;0.98;-1.63;107.3;10.1;0.0;0.00;857069;7.12;37.95;302;0.3
161.52;1;2026-01-21 11:49:28.00;46.411520;6.944449;1310.15;11.02;229;231;-2;4;1.00;-1.63;109.7;10.1;0.0;0.00;857082;7.10;37.99;302;0.3
161.68;1;2026-01-21 11:49:28.20;46.411512;6.944427;1309.77;11.17;229;231;-3;3;1.01;-1.59;111.6;10.1;0.0;0.00;857103;7.09;38.04;302;0.3
161.87;1;2026-01-21 11:49:28.40;46.411496;6.944404;1309.38;11.27;229;232;-3;2;1.03;-1.55;115.5;10.1;0.0;0.00;857128;7.08;38.07;301;0.3
162.09;1;2026-01-21 11:49:28.60;46.411484;6.944382;1309.02;11.37;230;231;-1;1;1.06;-1.52;119.0;10.1;0.0;0.00;857147;7.08;38.12;300;0.3
162.29;1;2026-01-21 11:49:28.80;46.411468;6.944360;1308.68;11.49;229;229;-2;0;1.04;-1.41;120.4;10.1;0.0;0.00;857174;7.07;38.17;299;0.3
162.52;1;2026-01-21 11:49:29.00;46.411456;6.944337;1308.36;11.56;229;226;-2;-1;1.04;-1.27;122.9;10.1;0.0;0.00;857206;7.08;38.21;298;0.3
162.68;1;2026-01-21 11:49:29.20;46.411440;6.944314;1308.06;11.57;229;224;-1;-2;1.06;-1.29;125.0;10.1;0.0;0.00;857229;7.08;38.25;294;0.3
162.87;1;2026-01-21 11:49:29.40;46.411432;6.944291;1307.77;11.59;228;222;1;-3;1.07;-1.10;125.7;10.1;0.0;0.00;857251;7.08;38.29;291;0.3
163.09;1;2026-01-21 11:49:29.60;46.411416;6.944269;1307.51;11.54;228;220;1;-4;1.07;-1.09;125.9;10.1;0.0;0.00;857288;7.08;38.32;286;0.3
163.29;1;2026-01-21 11:49:29.80;46.411400;6.944247;1307.28;11.55;227;218;2;-4;1.07;-0.79;124.9;10.1;0.0;0.00;857316;7.05;38.35;281;0.3
163.50;1;2026-01-21 11:49:30.00;46.411388;6.944226;1307.08;11.52;226;217;1;-4;1.06;-0.79;126.2;10.1;0.0;0.00;857344;7.05;38.38;274;0.3
163.70;1;2026-01-21 11:49:30.20;46.411372;6.944205;1306.90;11.54;226;216;2;-4;1.03;-0.76;124.4;9.9;0.0;0.00;857369;7.05;38.40;268;0.3
163.87;1;2026-01-21 11:49:30.40;46.411356;6.944184;1306.72;11.42;225;216;2;-4;1.03;-0.65;124.8;9.9;0.0;0.00;857386;7.05;38.41;261;0.3
164.07;1;2026-01-21 11:49:30.60;46.411344;6.944163;1306.57;11.33;225;216;3;-3;1.02;-0.67;122.1;9.9;0.0;0.00;857423;7.04;38.44;255;0.3
164.29;1;2026-01-21 11:49:30.80;46.411328;6.944143;1306.43;11.27;224;216;3;-2;1.02;-0.49;120.2;9.9;0.0;0.00;857452;7.05;38.45;250;0.3
164.52;1;2026-01-21 11:49:31.00;46.411316;6.944123;1306.27;11.09;224;215;4;-1;1.01;-0.56;119.9;9.9;0.0;0.00;857471;7.04;38.45;244;0.3
164.69;1;2026-01-21 11:49:31.20;46.411300;6.944103;1306.12;11.03;224;215;3;0;1.00;-0.68;118.3;9.9;0.0;0.00;857486;7.04;38.46;238;0.3
164.89;1;2026-01-21 11:49:31.40;46.411284;6.944083;1305.98;10.97;224;216;3;1;1.02;-0.67;116.3;9.9;0.0;0.00;857519;7.04;38.47;234;0.4
165.09;1;2026-01-21 11:49:31.60;46.411272;6.944064;1305.84;10.85;224;216;3;2;0.98;-0.64;114.8;9.9;0.0;0.00;857545;7.03;38.49;231;0.4
165.27;1;2026-01-21 11:49:31.80;46.411260;6.944044;1305.70;10.73;224;216;2;2;0.96;-0.77;111.6;9.9;0.0;0.00;857572;7.03;38.48;229;0.4
165.52;1;2026-01-21 11:49:32.00;46.411244;6.944025;1305.55;10.63;224;217;2;3;0.95;-0.85;108.6;9.9;0.0;0.00;857609;7.00;38.50;228;0.4
165.69;1;2026-01-21 11:49:32.20;46.411232;6.944006;1305.36;10.49;225;218;2;3;0.96;-0.95;106.9;9.9;0.0;0.00;857633;7.00;38.51;227;0.4
165.89;1;2026-01-21 11:49:32.40;46.411216;6.943987;1305.16;10.43;225;218;2;2;0.96;-0.99;106.0;9.9;0.0;0.00;857649;7.02;38.52;225;0.4
166.08;1;2026-01-21 11:49:32.60;46.411204;6.943968;1304.94;10.35;225;219;1;2;0.96;-1.12;106.5;9.9;0.0;0.00;857670;7.02;38.54;225;0.4
166.28;1;2026-01-21 11:49:32.80;46.411192;6.943949;1304.73;10.30;225;220;0;2;0.96;-1.13;106.3;9.9;0.0;0.00;857695;7.01;38.54;224;0.5
166.53;1;2026-01-21 11:49:33.00;46.411180;6.943930;1304.48;10.21;225;220;0;1;0.96;-1.17;104.6;9.9;0.0;0.00;857733;7.03;38.54;224;0.5
166.69;1;2026-01-21 11:49:33.20;46.411168;6.943911;1304.23;10.19;225;221;0;0;0.96;-1.33;105.0;9.9;0.0;0.00;857750;7.03;38.55;224;0.5
166.88;1;2026-01-21 11:49:33.40;46.411152;6.943893;1303.96;10.15;225;221;0;0;0.95;-1.36;104.2;9.9;0.0;0.00;857771;7.02;38.55;224;0.5
167.08;1;2026-01-21 11:49:33.60;46.411140;6.943875;1303.67;10.13;225;221;-1;-1;0.94;-1.50;103.7;9.9;0.0;0.00;857796;7.00;38.55;225;0.5
167.28;1;2026-01-21 11:49:33.80;46.411124;6.943856;1303.36;10.18;224;221;-2;-2;0.93;-1.64;103.3;9.9;0.0;0.00;857832;6.99;38.55;225;0.5
167.53;1;2026-01-21 11:49:34.00;46.411112;6.943838;1303.02;10.22;223;221;-3;-3;0.97;-1.63;102.9;9.9;0.0;0.00;857877;7.00;38.54;225;0.5
167.69;1;2026-01-21 11:49:34.20;46.411100;6.943820;1302.67;10.24;223;221;-3;-4;0.96;-1.83;105.4;9.9;0.0;0.00;857902;7.00;38.53;226;0.5
167.88;1;2026-01-21 11:49:34.40;46.411088;6.943802;1302.31;10.34;222;222;-3;-4;0.97;-1.82;106.9;9.9;0.0;0.00;857927;7.00;38.50;226;0.6
168.08;1;2026-01-21 11:49:34.60;46.411072;6.943784;1301.93;10.43;221;223;-3;-4;0.98;-1.79;108.1;9.9;0.0;0.00;857958;7.01;38.51;226;0.6
168.29;1;2026-01-21 11:49:34.80;46.411056;6.943766;1301.53;10.49;221;223;-3;-4;1.03;-1.76;109.9;9.9;0.0;0.00;857993;7.01;38.48;226;0.6
168.52;1;2026-01-21 11:49:35.00;46.411044;6.943749;1301.16;10.62;220;222;-3;-4;1.00;-1.76;112.3;9.9;0.0;0.00;858029;7.01;38.47;226;0.6
168.68;1;2026-01-21 11:49:35.20;46.411028;6.943731;1300.78;10.67;220;222;-3;-3;1.01;-1.88;114.9;9.9;0.0;0.00;858046;7.00;38.45;226;0.6
168.88;1;2026-01-21 11:49:35.40;46.411016;6.943713;1300.40;10.77;219;221;-2;-3;0.98;-1.82;116.8;9.9;0.0;0.00;858078;7.00;38.44;226;0.6
169.09;1;2026-01-21 11:49:35.60;46.411000;6.943696;1300.00;10.80;218;220;-2;-2;1.03;-1.79;116.4;9.9;0.0;0.00;858118;6.99;38.42;226;0.6
169.29;1;2026-01-21 11:49:35.80;46.410984;6.943679;1299.62;10.87;218;220;-1;-2;1.07;-1.66;117.5;9.9;0.0;0.00;858154;6.99;38.40;226;0.6
169.54;1;2026-01-21 11:49:36.00;46.410968;6.943661;1299.27;10.88;218;219;0;-1;1.07;-1.50;117.3;9.9;0.0;0.00;858202;7.00;38.39;226;0.6
169.68;1;2026-01-21 11:49:36.20;46.410952;6.943644;1298.94;10.95;218;218;0;0;1.07;-1.34;114.5;9.9;0.0;0.00;858235;7.01;38.38;226;0.6
169.89;1;2026-01-21 11:49:36.40;46.410940;6.943627;1298.65;10.93;218;218;1;0;1.05;-1.32;112.1;9.9;0.0;0.00;858285;7.01;38.37;226;0.6
170.09;1;2026-01-21 11:49:36.60;46.410920;6.943609;1298.37;10.98;218;218;0;1;1.03;-1.22;111.9;9.9;0.0;0.00;858332;7.01;38.36;227;0.6
170.29;1;2026-01-21 11:49:36.80;46.410904;6.943592;1298.10;10.89;218;218;1;1;1.03;-1.29;110.7;9.9;0.0;0.00;858372;7.00;38.36;227;0.6
170.54;1;2026-01-21 11:49:37.00;46.410888;6.943574;1297.85;10.89;218;218;1;2;0.99;-1.28;110.9;9.9;0.0;0.00;858413;6.99;38.33;227;0.6
170.68;1;2026-01-21 11:49:37.20;46.410872;6.943557;1297.60;10.83;218;218;1;2;0.99;-1.16;110.2;9.9;0.0;0.00;858438;6.99;38.31;228;0.6
170.89;1;2026-01-21 11:49:37.40;46.410860;6.943539;1297.35;10.82;218;219;1;2;1.01;-1.23;110.6;9.9;0.0;0.00;858461;6.98;38.33;228;0.6
171.09;1;2026-01-21 11:49:37.60;46.410844;6.943522;1297.10;10.71;218;220;1;1;1.02;-1.66;105.0;9.9;0.0;0.00;858517;6.97;38.32;228;0.6
171.29;1;2026-01-21 11:49:37.80;46.410832;6.943505;1296.85;10.64;219;221;1;1;1.00;-1.58;93.7;9.9;0.0;0.00;858633;6.98;38.31;229;0.5
171.54;1;2026-01-21 11:49:38.00;46.410816;6.943487;1296.60;10.65;219;221;3;1;0.97;-1.68;88.1;9.9;0.0;0.00;858750;6.98;38.29;230;0.5
171.68;1;2026-01-21 11:49:38.20;46.410800;6.943470;1296.34;10.62;219;220;3;1;0.98;-1.80;84.1;9.9;0.0;0.00;858790;6.97;38.28;233;0.4
171.89;1;2026-01-21 11:49:38.40;46.410784;6.943453;1296.10;10.62;219;220;1;1;1.00;-1.78;79.7;9.9;0.0;0.00;858856;6.97;38.28;236;0.4
172.09;1;2026-01-21 11:49:38.60;46.410772;6.943435;1295.85;10.51;219;220;2;0;0.99;-1.69;79.3;9.9;0.0;0.00;858906;6.97;38.27;240;0.3
172.28;1;2026-01-21 11:49:38.80;46.410756;6.943418;1295.58;10.52;219;220;3;0;0.97;-1.73;79.2;9.9;0.0;0.00;858926;6.97;38.28;245;0.3
172.52;1;2026-01-21 11:49:39.00;46.410740;6.943401;1295.31;10.54;219;219;2;-1;0.98;-1.77;81.7;9.9;0.0;0.00;858944;6.97;38.27;248;0.2
172.67;1;2026-01-21 11:49:39.20;46.410724;6.943383;1295.05;10.57;219;219;1;-1;0.97;-1.75;83.6;9.9;0.0;0.00;858956;6.96;38.27;256;0.1
172.89;1;2026-01-21 11:49:39.40;46.410712;6.943366;1294.74;10.57;218;220;0;-1;0.99;-1.78;84.6;9.9;0.0;0.00;858979;6.95;38.27;266;0.1
173.08;1;2026-01-21 11:49:39.60;46.410696;6.943349;1294.44;10.68;218;221;0;-2;1.01;-1.79;86.0;9.9;0.0;0.00;859005;6.95;38.26;283;0.1
173.28;1;2026-01-21 11:49:39.80;46.410684;6.943332;1294.15;10.72;218;222;-2;-2;1.00;-1.79;85.5;9.9;0.0;0.00;859040;6.94;38.27;322;0.0
173.51;1;2026-01-21 11:49:40.00;46.410668;6.943314;1293.86;10.74;218;223;1;-2;1.00;-2.07;78.3;9.9;0.0;0.00;859118;6.93;38.27;7;0.1
173.70;1;2026-01-21 11:49:40.20;46.410652;6.943297;1293.54;10.73;218;223;0;-1;1.02;-1.88;74.0;9.9;0.0;0.00;859200;6.92;38.28;25;0.1
173.87;1;2026-01-21 11:49:40.40;46.410636;6.943280;1293.26;10.78;218;223;-1;-1;1.02;-1.70;77.3;9.7;0.0;0.00;859255;6.90;38.28;33;0.2
174.08;1;2026-01-21 11:49:40.60;46.410620;6.943263;1292.99;10.71;218;222;1;-1;1.00;-1.47;84.5;9.7;0.0;0.00;859240;6.91;38.28;39;0.2
